employee_id,transaction_amount,transaction_date,risk_score,risk_level,flagged,risk_reason
EMP_007,375.85,2026-01-01 01:15:00,36.39,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_016,118.62,2026-01-03 22:00:00,36.06,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_003,305.05,2026-01-04 00:15:00,35.76,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_010,369.04,2026-01-04 12:15:00,35.72,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_016,10.04,2026-01-03 07:45:00,35.61,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_018,241.46,2026-01-09 17:00:00,35.22,LOW,False,Behavioral profile shows minor statistical anomaly
EMP_002,51.85,2026-01-10 18:45:00,35.21,LOW,False,Logged on a weekend
EMP_007,334.42,2026-01-03 04:00:00,34.91,LOW,False,Submitted outside standard business hours; Logged on a weekend
EMP_001,165.37,2026-01-02 02:00:00,34.85,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_011,467.52,2026-01-05 15:15:00,34.78,LOW,False,Behavioral profile shows minor statistical anomaly
EMP_002,347.33,2026-01-04 05:00:00,34.76,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_001,119.55,2026-01-03 21:00:00,34.69,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_020,472.15,2026-01-02 12:00:00,34.57,LOW,False,Amount significantly higher than employee average; Unusual daily transaction velocity (5+ in 1 day)
EMP_002,105.53,2026-01-02 00:00:00,34.36,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_018,12.22,2026-01-07 22:30:00,34.15,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_018,243.25,2026-01-04 17:30:00,34.14,LOW,False,Logged on a weekend
EMP_011,137.44,2026-01-03 05:00:00,34.13,LOW,False,Submitted outside standard business hours; Logged on a weekend
EMP_005,309.5,2026-01-07 01:30:00,34.1,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_017,464.08,2026-01-05 21:45:00,34.05,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_001,399.9,2026-01-07 18:00:00,33.77,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_001,20.68,2026-01-11 06:15:00,33.72,LOW,False,Logged on a weekend
EMP_008,39.36,2026-01-10 08:15:00,33.7,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_006,101.56,2026-01-09 04:45:00,33.62,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_003,140.4,2026-01-03 10:15:00,33.57,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_009,116.57,2026-01-11 03:30:00,33.52,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_002,285.31,2026-01-06 08:30:00,33.51,LOW,False,Behavioral profile shows minor statistical anomaly
EMP_008,59.14,2026-01-10 22:00:00,33.45,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_010,26.7,2026-01-11 03:00:00,33.32,LOW,False,Submitted outside standard business hours; Logged on a weekend
EMP_020,167.55,2026-01-03 03:00:00,33.3,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_008,10.76,2026-01-04 03:30:00,33.27,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_015,26.17,2026-01-05 00:00:00,33.21,LOW,False,Submitted outside standard business hours
EMP_012,271.56,2026-01-10 23:00:00,32.92,LOW,False,Submitted outside standard business hours; Logged on a weekend
EMP_018,266.15,2026-01-08 23:30:00,32.89,LOW,False,Submitted outside standard business hours
EMP_019,10.15,2026-01-04 23:00:00,32.87,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_001,18.95,2026-01-04 19:30:00,32.82,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_019,83.55,2026-01-11 03:45:00,32.69,LOW,False,Submitted outside standard business hours; Logged on a weekend
EMP_019,330.1,2026-01-04 10:30:00,32.45,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_005,29.52,2026-01-10 02:30:00,32.41,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_016,15.75,2026-01-03 09:45:00,32.24,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_001,86.2,2026-01-03 10:45:00,32.23,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_010,10.05,2026-01-10 04:00:00,32.21,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_005,89.69,2026-01-11 05:30:00,32.13,LOW,False,Submitted outside standard business hours; Logged on a weekend
EMP_016,131.72,2026-01-02 23:30:00,32.05,LOW,False,Submitted outside standard business hours
EMP_013,296.02,2026-01-10 03:45:00,32.01,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_014,129.65,2026-01-11 05:45:00,31.96,LOW,False,Submitted outside standard business hours; Logged on a weekend
EMP_007,165.15,2026-01-03 02:45:00,31.86,LOW,False,Submitted outside standard business hours; Logged on a weekend
EMP_015,363.91,2026-01-09 00:15:00,31.77,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_001,145.36,2026-01-04 21:15:00,31.59,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_014,386.4,2026-01-07 13:30:00,31.59,LOW,False,Behavioral profile shows minor statistical anomaly
EMP_012,26.76,2026-01-11 01:00:00,31.58,LOW,False,Submitted outside standard business hours; Logged on a weekend
EMP_001,127.25,2026-01-08 00:00:00,31.52,LOW,False,Submitted outside standard business hours
EMP_005,414.86,2026-01-09 22:00:00,31.42,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_004,15.81,2026-01-11 02:00:00,31.4,LOW,False,Submitted outside standard business hours; Logged on a weekend
EMP_002,84.55,2026-01-03 14:30:00,31.36,LOW,False,Logged on a weekend
EMP_001,269.39,2026-01-02 03:30:00,31.29,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_005,35.96,2026-01-04 23:15:00,31.25,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_015,356.25,2026-01-02 02:45:00,31.24,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_013,431.56,2026-01-07 08:45:00,31.23,LOW,False,Amount significantly higher than employee average; Unusual daily transaction velocity (5+ in 1 day)
EMP_010,59.57,2026-01-04 03:00:00,31.17,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_001,220.52,2026-01-10 06:15:00,31.15,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_018,27.39,2026-01-03 14:15:00,31.11,LOW,False,Logged on a weekend
EMP_015,148.66,2026-01-08 23:45:00,30.97,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_017,435.14,2026-01-05 18:15:00,30.86,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_014,15.32,2026-01-03 23:45:00,30.79,LOW,False,Submitted outside standard business hours; Logged on a weekend
EMP_004,499.21,2026-01-09 07:15:00,30.78,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_001,49.32,2026-01-03 18:15:00,30.77,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_002,164.32,2026-01-07 23:15:00,30.71,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_020,223.66,2026-01-07 23:30:00,30.43,LOW,False,Submitted outside standard business hours
EMP_002,102.97,2026-01-03 07:15:00,30.4,LOW,False,Logged on a weekend
EMP_008,108.4,2026-01-03 03:45:00,30.26,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_012,102.15,2026-02-11 12:00:00,30.23,LOW,False,Behavioral profile shows minor statistical anomaly
EMP_002,16.78,2026-01-02 22:45:00,30.12,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_018,214.55,2026-01-06 04:45:00,30.11,LOW,False,Submitted outside standard business hours
EMP_005,55.21,2026-01-03 21:45:00,30.09,LOW,False,Logged on a weekend
EMP_002,36.58,2026-01-07 09:15:00,30.0,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_018,98.69,2026-01-07 01:15:00,29.89,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_017,94.41,2026-01-10 07:00:00,29.71,LOW,False,Logged on a weekend
EMP_001,49.37,2026-01-09 04:30:00,29.5,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_014,22.5,2026-01-10 02:00:00,29.27,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_005,84.43,2026-01-04 00:45:00,29.26,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_014,104.82,2026-01-04 23:30:00,29.22,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_005,49.7,2026-01-10 01:45:00,29.19,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_015,364.5,2026-01-08 15:00:00,29.01,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_002,40.57,2026-01-02 09:15:00,28.81,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_001,91.34,2026-01-10 13:45:00,28.78,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_001,29.68,2026-01-07 02:45:00,28.69,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_015,42.94,2026-01-08 05:30:00,28.62,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_018,284.69,2026-01-01 12:15:00,28.6,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_008,19.52,2026-01-04 05:30:00,28.43,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_005,82.67,2026-01-03 08:15:00,28.42,LOW,False,Logged on a weekend
EMP_002,140.89,2026-01-10 14:15:00,28.36,LOW,False,Logged on a weekend
EMP_002,103.96,2026-01-04 11:00:00,28.27,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_002,163.32,2026-01-09 03:30:00,28.21,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_005,54.9,2026-01-04 13:15:00,28.17,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_001,121.83,2026-01-10 12:00:00,28.15,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_017,298.84,2026-01-05 00:15:00,28.14,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_004,58.81,2026-01-10 03:30:00,28.12,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_020,15.41,2026-01-04 02:00:00,28.12,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_003,16.81,2026-01-04 01:30:00,27.98,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_014,263.15,2026-01-02 04:00:00,27.96,LOW,False,Submitted outside standard business hours
EMP_002,232.17,2026-01-09 00:30:00,27.93,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_001,38.07,2026-01-10 07:15:00,27.9,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_005,277.45,2026-01-09 02:45:00,27.79,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_002,198.55,2026-01-08 03:15:00,27.73,LOW,False,Submitted outside standard business hours
EMP_014,186.27,2026-01-02 03:00:00,27.69,LOW,False,Submitted outside standard business hours
EMP_012,30.41,2026-01-10 18:15:00,27.66,LOW,False,Logged on a weekend
EMP_010,291.76,2026-01-08 00:30:00,27.53,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_003,198.58,2026-01-03 13:00:00,27.49,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_020,323.93,2026-01-03 06:45:00,27.48,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_001,304.29,2026-01-08 09:45:00,27.47,LOW,False,Behavioral profile shows minor statistical anomaly
EMP_014,102.97,2026-01-11 04:00:00,27.45,LOW,False,Submitted outside standard business hours; Logged on a weekend
EMP_018,269.89,2026-01-08 09:00:00,27.43,LOW,False,Behavioral profile shows minor statistical anomaly
EMP_004,11.37,2026-01-04 15:00:00,27.41,LOW,False,Logged on a weekend
EMP_020,175.1,2026-01-11 08:15:00,27.41,LOW,False,Logged on a weekend
EMP_015,152.11,2026-01-06 00:30:00,27.4,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_001,40.15,2026-01-02 00:15:00,27.39,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_011,350.54,2026-01-08 04:15:00,27.28,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_002,238.97,2026-01-10 07:45:00,27.27,LOW,False,Logged on a weekend
EMP_009,101.72,2026-01-04 00:30:00,27.13,LOW,False,Submitted outside standard business hours; Logged on a weekend
EMP_005,357.47,2026-01-07 18:30:00,27.1,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_006,161.16,2026-01-09 07:30:00,27.1,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_014,188.47,2026-01-04 03:45:00,27.02,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_011,221.98,2026-01-04 13:00:00,26.97,LOW,False,Logged on a weekend
EMP_002,36.3,2026-01-05 11:45:00,26.95,LOW,False,Behavioral profile shows minor statistical anomaly
EMP_003,234.9,2026-01-10 02:15:00,26.91,LOW,False,Submitted outside standard business hours; Logged on a weekend
EMP_008,253.02,2026-01-11 02:45:00,26.9,LOW,False,Submitted outside standard business hours; Logged on a weekend
EMP_005,172.18,2026-01-06 01:00:00,26.89,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_014,75.74,2026-01-11 05:15:00,26.81,LOW,False,Submitted outside standard business hours; Logged on a weekend
EMP_005,31.55,2026-01-10 13:30:00,26.75,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_003,374.28,2026-01-05 09:15:00,26.74,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_003,309.81,2026-01-04 07:15:00,26.69,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_002,524.9,2026-01-02 17:15:00,26.66,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_005,180.98,2026-01-09 04:15:00,26.45,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_002,40.73,2026-01-08 11:00:00,26.43,LOW,False,Behavioral profile shows minor statistical anomaly
EMP_018,208.59,2026-01-04 07:30:00,26.42,LOW,False,Logged on a weekend
EMP_001,115.43,2026-01-06 10:30:00,26.31,LOW,False,Behavioral profile shows minor statistical anomaly
EMP_001,62.94,2026-01-10 06:45:00,26.15,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_018,24.09,2026-01-08 08:00:00,26.09,LOW,False,Behavioral profile shows minor statistical anomaly
EMP_006,10.19,2026-01-09 09:00:00,25.82,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_001,42.19,2026-01-04 13:30:00,25.8,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_015,124.09,2026-01-04 04:15:00,25.77,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_019,45.69,2026-01-10 05:45:00,25.76,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_011,169.5,2026-01-08 05:00:00,25.72,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_016,313.88,2026-01-05 05:45:00,25.64,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_004,313.8,2026-01-05 02:15:00,25.54,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_002,61.1,2026-01-07 17:00:00,25.53,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_020,120.86,2026-01-03 02:30:00,25.37,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_014,41.94,2026-01-10 05:30:00,25.33,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_005,172.54,2026-01-07 11:00:00,25.29,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_016,137.06,2026-01-04 06:30:00,25.25,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_012,216.67,2026-01-03 23:30:00,25.23,LOW,False,Submitted outside standard business hours; Logged on a weekend
EMP_019,101.08,2026-01-03 02:15:00,25.21,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_019,215.01,2026-01-03 01:45:00,25.15,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_019,17.21,2026-01-03 19:00:00,25.05,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_015,154.94,2026-01-10 06:30:00,24.94,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_005,85.97,2026-01-07 05:15:00,24.93,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_005,14.77,2026-01-05 02:45:00,24.88,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_010,27.39,2026-01-04 04:45:00,24.87,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_003,18.12,2026-01-03 09:15:00,24.8,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_001,68.62,2026-01-10 15:15:00,24.63,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_001,192.58,2026-01-01 19:30:00,24.59,LOW,False,Behavioral profile shows minor statistical anomaly
EMP_003,53.68,2026-01-04 03:15:00,24.59,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_001,52.87,2026-01-10 13:15:00,24.57,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_002,352.8,2026-01-09 23:30:00,24.44,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_003,87.02,2026-01-03 17:45:00,24.4,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_009,29.26,2026-01-03 00:15:00,24.33,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_001,70.97,2026-01-04 09:00:00,24.28,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_018,167.69,2026-01-07 17:30:00,24.21,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_007,172.76,2026-01-04 06:45:00,24.17,LOW,False,Logged on a weekend
EMP_019,10.77,2026-01-04 11:30:00,24.17,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_014,107.13,2026-01-04 01:15:00,24.04,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_008,97.25,2026-01-03 04:30:00,24.02,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_003,58.71,2026-01-03 13:30:00,24.01,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_005,231.09,2026-01-04 18:45:00,24.01,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_002,269.23,2026-01-08 03:45:00,23.84,LOW,False,Submitted outside standard business hours
EMP_018,44.17,2026-01-05 07:15:00,23.83,LOW,False,Behavioral profile shows minor statistical anomaly
EMP_008,99.84,2026-01-11 00:30:00,23.8,LOW,False,Submitted outside standard business hours; Logged on a weekend
EMP_019,292.6,2026-01-10 10:30:00,23.77,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_004,97.85,2026-01-11 01:30:00,23.74,LOW,False,Submitted outside standard business hours; Logged on a weekend
EMP_005,268.49,2026-01-04 22:00:00,23.73,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_018,107.9,2026-01-09 22:30:00,23.7,LOW,False,Behavioral profile shows minor statistical anomaly
EMP_015,318.16,2026-01-06 05:00:00,23.69,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_019,154.37,2026-01-10 08:45:00,23.59,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_008,165.47,2026-01-09 01:00:00,23.5,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_002,69.71,2026-01-07 20:15:00,23.49,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_007,313.93,2026-01-04 08:00:00,23.49,LOW,False,Logged on a weekend
EMP_001,68.01,2026-01-05 04:45:00,23.47,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_015,169.23,2026-01-10 11:30:00,23.44,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_005,77.59,2026-01-01 22:00:00,23.41,LOW,False,Behavioral profile shows minor statistical anomaly
EMP_009,194.94,2026-01-04 19:00:00,23.4,LOW,False,Logged on a weekend
EMP_003,67.31,2026-01-10 00:00:00,23.37,LOW,False,Submitted outside standard business hours; Logged on a weekend
EMP_011,107.58,2026-01-10 01:15:00,23.31,LOW,False,Submitted outside standard business hours; Logged on a weekend
EMP_001,149.31,2026-01-07 15:30:00,23.2,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_006,10.17,2026-01-04 12:30:00,23.19,LOW,False,Logged on a weekend
EMP_020,92.17,2026-01-03 01:15:00,23.15,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_001,145.04,2026-01-08 13:45:00,23.03,LOW,False,Behavioral profile shows minor statistical anomaly
EMP_014,167.6,2026-01-06 03:30:00,22.94,LOW,False,Submitted outside standard business hours
EMP_013,310.0,2026-01-10 18:30:00,22.88,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_018,72.93,2026-01-07 07:30:00,22.81,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_008,87.26,2026-01-02 01:30:00,22.8,LOW,False,Submitted outside standard business hours
EMP_004,247.96,2026-01-03 01:30:00,22.79,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_011,84.73,2026-01-10 20:00:00,22.79,LOW,False,Logged on a weekend
EMP_001,232.97,2026-01-01 21:45:00,22.7,LOW,False,Behavioral profile shows minor statistical anomaly
EMP_010,337.67,2026-01-01 14:45:00,22.65,LOW,False,Behavioral profile shows minor statistical anomaly
EMP_018,128.35,2026-01-07 22:00:00,22.63,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_017,384.7,2026-01-08 11:15:00,22.57,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_003,29.93,2026-01-03 14:45:00,22.55,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_005,203.33,2026-01-05 05:00:00,22.39,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_017,57.82,2026-01-04 01:00:00,22.34,LOW,False,Submitted outside standard business hours; Logged on a weekend
EMP_018,68.54,2026-01-07 06:15:00,22.33,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_002,85.92,2026-01-09 18:15:00,22.32,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_018,145.6,2026-01-01 14:00:00,22.28,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_001,176.02,2026-01-06 22:00:00,22.27,LOW,False,Behavioral profile shows minor statistical anomaly
EMP_019,168.21,2026-01-10 19:00:00,22.25,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_020,297.42,2026-01-03 12:45:00,22.25,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_014,147.74,2026-01-03 16:30:00,22.18,LOW,False,Logged on a weekend
EMP_001,208.02,2026-01-07 09:00:00,22.1,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_005,216.08,2026-01-08 03:00:00,22.08,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_002,98.16,2026-01-07 22:15:00,22.08,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_001,273.03,2026-01-07 14:15:00,22.06,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_001,150.66,2026-01-09 13:00:00,22.05,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_011,71.5,2026-01-03 11:15:00,22.05,LOW,False,Logged on a weekend
EMP_002,63.94,2026-01-08 16:00:00,22.0,LOW,False,Behavioral profile shows minor statistical anomaly
EMP_010,154.02,2026-01-09 02:15:00,21.99,LOW,False,Submitted outside standard business hours
EMP_006,81.93,2026-01-09 14:45:00,21.96,LOW,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_011,149.85,2026-01-09 23:00:00,21.88,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_019,32.63,2026-01-02 05:45:00,21.69,LOW,False,Submitted outside standard business hours
EMP_018,234.42,2026-01-06 14:45:00,21.68,LOW,False,Behavioral profile shows minor statistical anomaly
EMP_007,236.95,2026-01-01 23:00:00,21.67,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_006,149.53,2026-01-07 00:00:00,21.56,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_001,25.37,2026-01-06 17:00:00,21.5,LOW,False,Behavioral profile shows minor statistical anomaly
EMP_019,92.82,2026-01-11 06:30:00,21.48,LOW,False,Logged on a weekend
EMP_013,112.61,2026-01-10 23:15:00,21.44,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
