Employee ID,Transaction Amount,Transaction Date,Category
EMP_017,168.88,2026-01-06 06:15:00,Travel
EMP_006,70.59,2026-01-06 06:30:00,Office Supplies
EMP_007,127.29,2026-01-06 06:45:00,Travel
EMP_014,111.97,2026-01-06 07:00:00,Office Supplies
EMP_013,22.76,2026-01-06 07:15:00,Travel
EMP_008,87.44,2026-01-06 07:30:00,Hardware
EMP_010,47.38,2026-01-06 07:45:00,Software
EMP_009,91.3,2026-01-06 08:00:00,Software
EMP_018,44.14,2026-01-06 08:15:00,Meals
EMP_002,285.31,2026-01-06 08:30:00,Office Supplies
EMP_005,38.71,2026-01-06 08:45:00,Office Supplies
EMP_005,495.79,2026-01-06 09:00:00,Office Supplies
EMP_006,90.65,2026-01-06 09:15:00,Hardware
EMP_019,290.86,2026-01-06 09:30:00,Office Supplies
EMP_008,158.64,2026-01-06 09:45:00,Software
EMP_016,209.4,2026-01-06 10:00:00,Hardware
EMP_013,228.97,2026-01-06 10:15:00,Travel
EMP_001,115.43,2026-01-06 10:30:00,Office Supplies
EMP_020,127.56,2026-01-06 10:45:00,Office Supplies
EMP_017,118.23,2026-01-06 11:00:00,Travel
EMP_007,143.03,2026-01-06 11:15:00,Office Supplies
EMP_013,14.48,2026-01-06 11:30:00,Travel
EMP_004,85.51,2026-01-06 11:45:00,Hardware
EMP_004,149.78,2026-01-06 12:00:00,Software
EMP_006,146.59,2026-01-06 12:15:00,Travel
EMP_019,246.22,2026-01-06 12:30:00,Meals
EMP_012,169.64,2026-01-06 12:45:00,Travel
EMP_007,736.77,2026-01-06 13:00:00,Office Supplies
EMP_010,60.08,2026-01-06 13:15:00,Hardware
EMP_019,76.74,2026-01-06 13:30:00,Hardware
EMP_007,82.64,2026-01-06 13:45:00,Travel
EMP_003,104.05,2026-01-06 14:00:00,Software
EMP_013,281.18,2026-01-06 14:15:00,Meals
EMP_013,50.34,2026-01-06 14:30:00,Hardware
EMP_018,234.42,2026-01-06 14:45:00,Office Supplies
EMP_020,87.96,2026-01-06 15:00:00,Office Supplies
EMP_008,148.14,2026-01-06 15:15:00,Software
EMP_009,160.17,2026-01-06 15:30:00,Hardware
EMP_007,79.99,2026-01-06 15:45:00,Travel
EMP_001,117.81,2026-01-06 16:00:00,Office Supplies
EMP_003,89.92,2026-01-06 16:15:00,Software
EMP_013,20.75,2026-01-06 16:30:00,Hardware
EMP_017,96.22,2026-01-06 16:45:00,Hardware
EMP_001,25.37,2026-01-06 17:00:00,Hardware
EMP_006,87.88,2026-01-06 17:15:00,Hardware
EMP_006,144.81,2026-01-06 17:30:00,Hardware
EMP_012,139.92,2026-01-06 17:45:00,Office Supplies
EMP_013,172.98,2026-01-06 18:00:00,Software
EMP_013,25.02,2026-01-06 18:15:00,Hardware
EMP_015,168.39,2026-01-06 18:30:00,Meals
EMP_016,66.13,2026-01-06 18:45:00,Meals
EMP_011,86.39,2026-01-06 19:00:00,Software
EMP_005,302.77,2026-01-06 19:15:00,Travel
EMP_004,11.36,2026-01-06 19:30:00,Travel
EMP_003,143.16,2026-01-06 19:45:00,Travel
EMP_019,146.96,2026-01-06 20:00:00,Meals
EMP_020,85.79,2026-01-06 20:15:00,Travel
EMP_018,50.58,2026-01-06 20:30:00,Office Supplies
EMP_015,50.12,2026-01-06 20:45:00,Hardware
EMP_009,332.75,2026-01-06 21:00:00,Meals
EMP_017,97.52,2026-01-06 21:15:00,Software
EMP_014,70.27,2026-01-06 21:30:00,Software
EMP_015,99.34,2026-01-06 21:45:00,Hardware
EMP_001,176.02,2026-01-06 22:00:00,Meals
EMP_003,33.63,2026-01-06 22:15:00,Travel
EMP_016,99.52,2026-01-06 22:30:00,Travel
EMP_011,142.97,2026-01-06 22:45:00,Office Supplies
EMP_012,455.17,2026-01-06 23:00:00,Office Supplies
EMP_010,53.66,2026-01-06 23:15:00,Travel
EMP_016,76.77,2026-01-06 23:30:00,Software
EMP_008,81.55,2026-01-06 23:45:00,Software
EMP_006,149.53,2026-01-07 00:00:00,Office Supplies
EMP_012,76.18,2026-01-07 00:15:00,Hardware
EMP_008,124.38,2026-01-07 00:30:00,Travel
EMP_004,238.34,2026-01-07 00:45:00,Office Supplies
EMP_008,193.31,2026-01-07 01:00:00,Office Supplies
EMP_018,98.69,2026-01-07 01:15:00,Travel
EMP_005,309.5,2026-01-07 01:30:00,Travel
EMP_009,132.51,2026-01-07 01:45:00,Software
EMP_004,126.45,2026-01-07 02:00:00,Hardware
EMP_017,15.22,2026-01-07 02:15:00,Hardware
EMP_009,657.92,2026-01-07 02:30:00,Travel
EMP_001,29.68,2026-01-07 02:45:00,Meals
EMP_020,49.43,2026-01-07 03:00:00,Office Supplies
EMP_013,17.96,2026-01-07 03:15:00,Office Supplies
EMP_016,163.25,2026-01-07 03:30:00,Travel
EMP_013,48.18,2026-01-07 03:45:00,Meals
EMP_014,39.77,2026-01-07 04:00:00,Software
EMP_003,23.91,2026-01-07 04:15:00,Travel
EMP_006,26.36,2026-01-07 04:30:00,Travel
EMP_018,141.8,2026-01-07 04:45:00,Office Supplies
EMP_019,184.81,2026-01-07 05:00:00,Travel
EMP_005,85.97,2026-01-07 05:15:00,Travel
EMP_015,108.06,2026-01-07 05:30:00,Travel
EMP_002,183.74,2026-01-07 05:45:00,Office Supplies
EMP_010,12.63,2026-01-07 06:00:00,Software
EMP_018,68.54,2026-01-07 06:15:00,Software
EMP_013,552.33,2026-01-07 06:30:00,Travel
EMP_005,140.17,2026-01-07 06:45:00,Office Supplies
EMP_001,54.0,2026-01-07 07:00:00,Software
EMP_001,120.64,2026-01-07 07:15:00,Software
EMP_018,72.93,2026-01-07 07:30:00,Software
EMP_015,123.97,2026-01-07 07:45:00,Office Supplies
EMP_017,30.16,2026-01-07 08:00:00,Office Supplies
EMP_011,31.36,2026-01-07 08:15:00,Travel
EMP_017,33.24,2026-01-07 08:30:00,Hardware
EMP_013,431.56,2026-01-07 08:45:00,Software
EMP_001,208.02,2026-01-07 09:00:00,Hardware
EMP_002,36.58,2026-01-07 09:15:00,Office Supplies
EMP_009,41.3,2026-01-07 09:30:00,Office Supplies
EMP_003,206.86,2026-01-07 09:45:00,Office Supplies
EMP_001,35.47,2026-01-07 10:00:00,Hardware
EMP_016,50.1,2026-01-07 10:15:00,Office Supplies
EMP_006,505.94,2026-01-07 10:30:00,Travel
EMP_017,54.22,2026-01-07 10:45:00,Office Supplies
EMP_005,172.54,2026-01-07 11:00:00,Meals
EMP_005,586.87,2026-01-07 11:15:00,Hardware
EMP_006,80.33,2026-01-07 11:30:00,Meals
EMP_003,12.65,2026-01-07 11:45:00,Office Supplies
EMP_005,51.99,2026-01-07 12:00:00,Travel
EMP_005,276.57,2026-01-07 12:15:00,Software
EMP_010,309.94,2026-01-07 12:30:00,Office Supplies
EMP_010,229.49,2026-01-07 12:45:00,Travel
EMP_019,28.01,2026-01-07 13:00:00,Hardware
EMP_017,248.09,2026-01-07 13:15:00,Meals
EMP_014,386.4,2026-01-07 13:30:00,Meals
EMP_009,147.67,2026-01-07 13:45:00,Meals
EMP_014,434.22,2026-01-07 14:00:00,Hardware
EMP_001,273.03,2026-01-07 14:15:00,Travel
EMP_019,174.93,2026-01-07 14:30:00,Hardware
EMP_013,139.12,2026-01-07 14:45:00,Meals
EMP_013,74.29,2026-01-07 15:00:00,Office Supplies
EMP_004,36.03,2026-01-07 15:15:00,Software
EMP_001,149.31,2026-01-07 15:30:00,Hardware
EMP_017,67.43,2026-01-07 15:45:00,Hardware
EMP_008,311.98,2026-01-07 16:00:00,Travel
EMP_002,761.68,2026-01-07 16:15:00,Travel
EMP_008,219.41,2026-01-07 16:30:00,Hardware
EMP_007,24.23,2026-01-07 16:45:00,Meals
EMP_002,61.1,2026-01-07 17:00:00,Software
EMP_003,27.33,2026-01-07 17:15:00,Travel
EMP_018,167.69,2026-01-07 17:30:00,Meals
EMP_012,227.35,2026-01-07 17:45:00,Office Supplies
EMP_001,399.9,2026-01-07 18:00:00,Travel
EMP_012,96.48,2026-01-07 18:15:00,Meals
EMP_005,357.47,2026-01-07 18:30:00,Meals
EMP_017,325.43,2026-01-07 18:45:00,Software
EMP_016,67.23,2026-01-07 19:00:00,Software
EMP_015,314.77,2026-01-07 19:15:00,Office Supplies
EMP_015,80.66,2026-01-07 19:30:00,Meals
EMP_005,62.83,2026-01-07 19:45:00,Meals
EMP_014,167.08,2026-01-07 20:00:00,Software
EMP_002,69.71,2026-01-07 20:15:00,Travel
EMP_011,159.22,2026-01-07 20:30:00,Travel
EMP_019,151.18,2026-01-07 20:45:00,Hardware
EMP_007,134.32,2026-01-07 21:00:00,Software
EMP_006,81.81,2026-01-07 21:15:00,Hardware
EMP_002,129.28,2026-01-07 21:30:00,Software
EMP_006,146.13,2026-01-07 21:45:00,Office Supplies
EMP_018,128.35,2026-01-07 22:00:00,Meals
EMP_002,98.16,2026-01-07 22:15:00,Office Supplies
EMP_018,12.22,2026-01-07 22:30:00,Software
EMP_015,142.67,2026-01-07 22:45:00,Meals
EMP_019,37.67,2026-01-07 23:00:00,Travel
EMP_002,164.32,2026-01-07 23:15:00,Travel
EMP_020,223.66,2026-01-07 23:30:00,Hardware
EMP_006,114.11,2026-01-07 23:45:00,Software
EMP_001,127.25,2026-01-08 00:00:00,Software
EMP_015,463.86,2026-01-08 00:15:00,Travel
EMP_010,291.76,2026-01-08 00:30:00,Office Supplies
EMP_019,378.42,2026-01-08 00:45:00,Meals
EMP_017,262.11,2026-01-08 01:00:00,Office Supplies
EMP_005,27.3,2026-01-08 01:15:00,Office Supplies
EMP_004,34.2,2026-01-08 01:30:00,Travel
EMP_010,122.18,2026-01-08 01:45:00,Travel
EMP_017,52.37,2026-01-08 02:00:00,Travel
EMP_010,107.14,2026-01-08 02:15:00,Hardware
EMP_017,85.22,2026-01-08 02:30:00,Office Supplies
EMP_020,129.58,2026-01-08 02:45:00,Software
EMP_005,216.08,2026-01-08 03:00:00,Meals
EMP_002,198.55,2026-01-08 03:15:00,Hardware
EMP_006,120.48,2026-01-08 03:30:00,Software
EMP_002,269.23,2026-01-08 03:45:00,Office Supplies
EMP_013,94.54,2026-01-08 04:00:00,Travel
EMP_011,350.54,2026-01-08 04:15:00,Office Supplies
EMP_011,21.09,2026-01-08 04:30:00,Meals
EMP_016,474.03,2026-01-08 04:45:00,Hardware
EMP_011,169.5,2026-01-08 05:00:00,Hardware
EMP_019,81.72,2026-01-08 05:15:00,Meals
EMP_015,42.94,2026-01-08 05:30:00,Software
EMP_016,107.85,2026-01-08 05:45:00,Software
EMP_011,42.45,2026-01-08 06:00:00,Hardware
EMP_016,37.29,2026-01-08 06:15:00,Hardware
EMP_008,154.1,2026-01-08 06:30:00,Travel
EMP_004,121.06,2026-01-08 06:45:00,Software
EMP_008,176.34,2026-01-08 07:00:00,Meals
EMP_004,408.05,2026-01-08 07:15:00,Software
EMP_003,123.98,2026-01-08 07:30:00,Travel
EMP_003,140.46,2026-01-08 07:45:00,Hardware
EMP_018,24.09,2026-01-08 08:00:00,Hardware
EMP_019,199.68,2026-01-08 08:15:00,Travel
EMP_019,86.6,2026-01-08 08:30:00,Meals
EMP_005,574.06,2026-01-08 08:45:00,Hardware
EMP_018,269.89,2026-01-08 09:00:00,Office Supplies
EMP_010,120.87,2026-01-08 09:15:00,Hardware
EMP_006,29.73,2026-01-08 09:30:00,Office Supplies
EMP_001,304.29,2026-01-08 09:45:00,Travel
EMP_005,251.25,2026-01-08 10:00:00,Travel
EMP_009,40.61,2026-01-08 10:15:00,Hardware
EMP_012,62.49,2026-01-08 10:30:00,Software
EMP_014,246.55,2026-01-08 10:45:00,Office Supplies
EMP_002,40.73,2026-01-08 11:00:00,Meals
EMP_017,384.7,2026-01-08 11:15:00,Hardware
EMP_014,92.88,2026-01-08 11:30:00,Meals
EMP_013,23.66,2026-01-08 11:45:00,Hardware
EMP_009,263.72,2026-01-08 12:00:00,Software
EMP_015,80.14,2026-01-08 12:15:00,Software
EMP_015,122.14,2026-01-08 12:30:00,Software
EMP_011,27.87,2026-01-08 12:45:00,Software
EMP_016,10.39,2026-01-08 13:00:00,Travel
EMP_017,162.41,2026-01-08 13:15:00,Travel
EMP_004,118.6,2026-01-08 13:30:00,Office Supplies
EMP_001,145.04,2026-01-08 13:45:00,Meals
EMP_008,246.8,2026-01-08 14:00:00,Hardware
EMP_017,166.03,2026-01-08 14:15:00,Hardware
EMP_003,38.81,2026-01-08 14:30:00,Travel
EMP_020,77.12,2026-01-08 14:45:00,Hardware
EMP_015,364.5,2026-01-08 15:00:00,Travel
EMP_015,230.42,2026-01-08 15:15:00,Office Supplies
EMP_014,132.0,2026-01-08 15:30:00,Meals
EMP_014,54.29,2026-01-08 15:45:00,Office Supplies
EMP_002,63.94,2026-01-08 16:00:00,Software
EMP_013,207.49,2026-01-08 16:15:00,Software
EMP_014,295.75,2026-01-08 16:30:00,Software
EMP_019,176.95,2026-01-08 16:45:00,Office Supplies
EMP_007,258.74,2026-01-08 17:00:00,Hardware
EMP_003,228.29,2026-01-08 17:15:00,Meals
EMP_015,34.33,2026-01-08 17:30:00,Software
EMP_014,92.73,2026-01-08 17:45:00,Software
EMP_011,34.91,2026-01-08 18:00:00,Software
EMP_015,50.23,2026-01-08 18:15:00,Meals
EMP_013,315.18,2026-01-08 18:30:00,Software
EMP_018,106.05,2026-01-08 18:45:00,Meals
EMP_006,124.97,2026-01-08 19:00:00,Software
EMP_003,39.48,2026-01-08 19:15:00,Office Supplies
EMP_019,66.15,2026-01-08 19:30:00,Office Supplies
EMP_015,49.25,2026-01-08 19:45:00,Meals
EMP_005,44.64,2026-01-08 20:00:00,Office Supplies
EMP_010,162.4,2026-01-08 20:15:00,Meals
EMP_007,54.54,2026-01-08 20:30:00,Office Supplies
EMP_017,159.96,2026-01-08 20:45:00,Office Supplies
EMP_007,19.03,2026-01-08 21:00:00,Meals
EMP_012,32.93,2026-01-08 21:15:00,Hardware
EMP_017,58.14,2026-01-08 21:30:00,Office Supplies
EMP_013,146.34,2026-01-08 21:45:00,Software
EMP_020,178.98,2026-01-08 22:00:00,Hardware
EMP_004,97.7,2026-01-08 22:15:00,Meals
EMP_010,98.53,2026-01-08 22:30:00,Hardware
EMP_003,203.38,2026-01-08 22:45:00,Travel
EMP_009,12.39,2026-01-08 23:00:00,Travel
EMP_013,72.58,2026-01-08 23:15:00,Office Supplies
EMP_018,266.15,2026-01-08 23:30:00,Office Supplies
EMP_015,148.66,2026-01-08 23:45:00,Software
EMP_004,71.7,2026-01-09 00:00:00,Hardware
EMP_015,363.91,2026-01-09 00:15:00,Travel
EMP_002,232.17,2026-01-09 00:30:00,Office Supplies
EMP_015,56.16,2026-01-09 00:45:00,Hardware
EMP_008,165.47,2026-01-09 01:00:00,Office Supplies
EMP_008,145.86,2026-01-09 01:15:00,Office Supplies
EMP_017,86.92,2026-01-09 01:30:00,Travel
EMP_012,78.58,2026-01-09 01:45:00,Travel
EMP_019,73.14,2026-01-09 02:00:00,Office Supplies
EMP_010,154.02,2026-01-09 02:15:00,Meals
EMP_009,97.62,2026-01-09 02:30:00,Office Supplies
EMP_005,277.45,2026-01-09 02:45:00,Office Supplies
EMP_006,176.12,2026-01-09 03:00:00,Software
EMP_020,20.87,2026-01-09 03:15:00,Software
EMP_002,163.32,2026-01-09 03:30:00,Software
EMP_013,57.44,2026-01-09 03:45:00,Meals
EMP_006,144.77,2026-01-09 04:00:00,Meals
EMP_005,180.98,2026-01-09 04:15:00,Office Supplies
EMP_001,49.37,2026-01-09 04:30:00,Software
EMP_006,101.56,2026-01-09 04:45:00,Meals
EMP_006,41.67,2026-01-09 05:00:00,Travel
EMP_016,18.06,2026-01-09 05:15:00,Office Supplies
EMP_004,81.34,2026-01-09 05:30:00,Hardware
EMP_011,77.63,2026-01-09 05:45:00,Office Supplies
EMP_009,819.9,2026-01-09 06:00:00,Hardware
EMP_003,98.68,2026-01-09 06:15:00,Software
EMP_019,70.87,2026-01-09 06:30:00,Hardware
EMP_008,140.29,2026-01-09 06:45:00,Software
EMP_005,23.94,2026-01-09 07:00:00,Travel
EMP_004,499.21,2026-01-09 07:15:00,Hardware
EMP_006,161.16,2026-01-09 07:30:00,Office Supplies
EMP_002,220.88,2026-01-09 07:45:00,Software
EMP_020,38.04,2026-01-09 08:00:00,Office Supplies
EMP_011,89.01,2026-01-09 08:15:00,Meals
EMP_004,92.41,2026-01-09 08:30:00,Software
EMP_015,268.73,2026-01-09 08:45:00,Hardware
EMP_006,10.19,2026-01-09 09:00:00,Software
EMP_017,63.68,2026-01-09 09:15:00,Office Supplies
EMP_006,606.38,2026-01-09 09:30:00,Travel
EMP_019,106.62,2026-01-09 09:45:00,Software
EMP_002,82.32,2026-01-09 10:00:00,Hardware
EMP_015,29.15,2026-01-09 10:15:00,Meals
EMP_011,558.4,2026-01-09 10:30:00,Travel
EMP_008,13.03,2026-01-09 10:45:00,Meals
EMP_019,210.44,2026-01-09 11:00:00,Software
EMP_013,229.54,2026-01-09 11:15:00,Office Supplies
EMP_012,51.89,2026-01-09 11:30:00,Office Supplies
EMP_005,177.01,2026-01-09 11:45:00,Hardware
EMP_006,24.63,2026-01-09 12:00:00,Office Supplies
EMP_004,54.57,2026-01-09 12:15:00,Travel
EMP_019,242.61,2026-01-09 12:30:00,Office Supplies
EMP_020,310.02,2026-01-09 12:45:00,Hardware
EMP_001,150.66,2026-01-09 13:00:00,Software
EMP_020,116.04,2026-01-09 13:15:00,Software
EMP_017,36.03,2026-01-09 13:30:00,Office Supplies
EMP_012,19.78,2026-01-09 13:45:00,Meals
EMP_015,28.77,2026-01-09 14:00:00,Software
EMP_001,48.69,2026-01-09 14:15:00,Office Supplies
EMP_014,72.71,2026-01-09 14:30:00,Hardware
EMP_006,81.93,2026-01-09 14:45:00,Office Supplies
EMP_005,73.77,2026-01-09 15:00:00,Software
EMP_011,50.98,2026-01-09 15:15:00,Hardware
EMP_004,116.92,2026-01-09 15:30:00,Office Supplies
EMP_013,271.69,2026-01-09 15:45:00,Travel
EMP_011,59.21,2026-01-09 16:00:00,Hardware
EMP_003,438.1,2026-01-09 16:15:00,Travel
EMP_001,319.93,2026-01-09 16:30:00,Meals
EMP_006,36.47,2026-01-09 16:45:00,Hardware
EMP_018,241.46,2026-01-09 17:00:00,Travel
EMP_010,138.2,2026-01-09 17:15:00,Software
EMP_005,135.41,2026-01-09 17:30:00,Software
EMP_010,84.4,2026-01-09 17:45:00,Meals
EMP_012,114.32,2026-01-09 18:00:00,Hardware
EMP_002,85.92,2026-01-09 18:15:00,Hardware
EMP_013,126.39,2026-01-09 18:30:00,Hardware
EMP_008,158.31,2026-01-09 18:45:00,Meals
EMP_002,178.27,2026-01-09 19:00:00,Hardware
EMP_020,124.05,2026-01-09 19:15:00,Software
EMP_001,201.71,2026-01-09 19:30:00,Travel
EMP_005,32.85,2026-01-09 19:45:00,Software
EMP_009,45.74,2026-01-09 20:00:00,Software
EMP_017,266.17,2026-01-09 20:15:00,Travel
EMP_009,68.41,2026-01-09 20:30:00,Software
EMP_011,13.47,2026-01-09 20:45:00,Meals
EMP_015,35.05,2026-01-09 21:00:00,Travel
EMP_006,47.97,2026-01-09 21:15:00,Software
EMP_003,483.11,2026-01-09 21:30:00,Office Supplies
EMP_017,137.66,2026-01-09 21:45:00,Software
EMP_005,414.86,2026-01-09 22:00:00,Meals
EMP_012,138.41,2026-01-09 22:15:00,Hardware
EMP_018,107.9,2026-01-09 22:30:00,Software
EMP_014,66.47,2026-01-09 22:45:00,Hardware
EMP_011,149.85,2026-01-09 23:00:00,Office Supplies
EMP_009,32.48,2026-01-09 23:15:00,Software
EMP_002,352.8,2026-01-09 23:30:00,Travel
EMP_012,275.21,2026-01-09 23:45:00,Hardware
EMP_003,67.31,2026-01-10 00:00:00,Office Supplies
EMP_003,468.0,2026-01-10 00:15:00,Travel
EMP_001,271.62,2026-01-10 00:30:00,Travel
EMP_008,174.63,2026-01-10 00:45:00,Travel
EMP_008,29.48,2026-01-10 01:00:00,Travel
EMP_011,107.58,2026-01-10 01:15:00,Software
EMP_009,115.82,2026-01-10 01:30:00,Software
EMP_005,49.7,2026-01-10 01:45:00,Software
EMP_014,22.5,2026-01-10 02:00:00,Office Supplies
EMP_003,234.9,2026-01-10 02:15:00,Office Supplies
EMP_005,29.52,2026-01-10 02:30:00,Office Supplies
EMP_005,145.32,2026-01-10 02:45:00,Meals
EMP_019,423.39,2026-01-10 03:00:00,Office Supplies
EMP_014,323.25,2026-01-10 03:15:00,Software
EMP_004,58.81,2026-01-10 03:30:00,Software
EMP_013,296.02,2026-01-10 03:45:00,Meals
EMP_010,10.05,2026-01-10 04:00:00,Meals
EMP_018,12.68,2026-01-10 04:15:00,Office Supplies
EMP_008,148.4,2026-01-10 04:30:00,Hardware
EMP_008,78.07,2026-01-10 04:45:00,Meals
EMP_007,83.28,2026-01-10 05:00:00,Travel
EMP_008,134.67,2026-01-10 05:15:00,Software
EMP_014,41.94,2026-01-10 05:30:00,Travel
EMP_019,45.69,2026-01-10 05:45:00,Software
EMP_006,109.42,2026-01-10 06:00:00,Software
EMP_001,220.52,2026-01-10 06:15:00,Meals
EMP_015,154.94,2026-01-10 06:30:00,Meals
EMP_001,62.94,2026-01-10 06:45:00,Travel
EMP_017,94.41,2026-01-10 07:00:00,Software
EMP_001,38.07,2026-01-10 07:15:00,Travel
EMP_015,21.63,2026-01-10 07:30:00,Hardware
EMP_002,238.97,2026-01-10 07:45:00,Travel
EMP_014,56.26,2026-01-10 08:00:00,Office Supplies
EMP_008,39.36,2026-01-10 08:15:00,Travel
EMP_008,186.46,2026-01-10 08:30:00,Office Supplies
EMP_019,154.37,2026-01-10 08:45:00,Office Supplies
EMP_007,160.44,2026-01-10 09:00:00,Office Supplies
EMP_019,48.99,2026-01-10 09:15:00,Hardware
EMP_006,49.72,2026-01-10 09:30:00,Travel
EMP_006,47.42,2026-01-10 09:45:00,Travel
EMP_003,38.63,2026-01-10 10:00:00,Hardware
EMP_007,169.95,2026-01-10 10:15:00,Software
EMP_019,292.6,2026-01-10 10:30:00,Meals
EMP_008,203.28,2026-01-10 10:45:00,Travel
EMP_010,245.6,2026-01-10 11:00:00,Meals
EMP_020,87.83,2026-01-10 11:15:00,Hardware
EMP_015,169.23,2026-01-10 11:30:00,Software
EMP_015,75.6,2026-01-10 11:45:00,Software
EMP_001,121.83,2026-01-10 12:00:00,Software
EMP_020,108.56,2026-01-10 12:15:00,Hardware
EMP_007,39.2,2026-01-10 12:30:00,Office Supplies
EMP_004,83.43,2026-01-10 12:45:00,Office Supplies
EMP_006,507.9,2026-01-10 13:00:00,Meals
EMP_001,52.87,2026-01-10 13:15:00,Office Supplies
EMP_005,31.55,2026-01-10 13:30:00,Office Supplies
EMP_001,91.34,2026-01-10 13:45:00,Software
EMP_004,244.34,2026-01-10 14:00:00,Software
EMP_002,140.89,2026-01-10 14:15:00,Meals
EMP_010,181.37,2026-01-10 14:30:00,Travel
EMP_005,41.55,2026-01-10 14:45:00,Meals
EMP_010,154.72,2026-01-10 15:00:00,Meals
EMP_001,68.62,2026-01-10 15:15:00,Hardware
EMP_006,279.64,2026-01-10 15:30:00,Hardware
EMP_013,158.85,2026-01-10 15:45:00,Meals
EMP_015,43.26,2026-01-10 16:00:00,Meals
EMP_004,20.02,2026-01-10 16:15:00,Meals
EMP_013,16.54,2026-01-10 16:30:00,Office Supplies
EMP_020,79.64,2026-01-10 16:45:00,Hardware
EMP_015,56.36,2026-01-10 17:00:00,Meals
EMP_008,165.81,2026-01-10 17:15:00,Software
EMP_005,113.77,2026-01-10 17:30:00,Software
EMP_015,56.39,2026-01-10 17:45:00,Office Supplies
EMP_004,34.24,2026-01-10 18:00:00,Office Supplies
EMP_012,30.41,2026-01-10 18:15:00,Travel
EMP_013,310.0,2026-01-10 18:30:00,Travel
EMP_002,51.85,2026-01-10 18:45:00,Travel
EMP_019,168.21,2026-01-10 19:00:00,Office Supplies
EMP_019,259.65,2026-01-10 19:15:00,Office Supplies
EMP_004,152.82,2026-01-10 19:30:00,Office Supplies
EMP_004,304.45,2026-01-10 19:45:00,Software
EMP_011,84.73,2026-01-10 20:00:00,Office Supplies
EMP_005,479.29,2026-01-10 20:15:00,Software
EMP_020,31.43,2026-01-10 20:30:00,Travel
EMP_011,26.16,2026-01-10 20:45:00,Travel
EMP_010,171.25,2026-01-10 21:00:00,Travel
EMP_008,439.26,2026-01-10 21:15:00,Meals
EMP_006,258.23,2026-01-10 21:30:00,Meals
EMP_006,21.92,2026-01-10 21:45:00,Hardware
EMP_008,59.14,2026-01-10 22:00:00,Hardware
EMP_015,409.57,2026-01-10 22:15:00,Hardware
EMP_014,53.77,2026-01-10 22:30:00,Meals
EMP_011,237.92,2026-01-10 22:45:00,Meals
EMP_012,271.56,2026-01-10 23:00:00,Hardware
EMP_013,112.61,2026-01-10 23:15:00,Hardware
EMP_008,83.25,2026-01-10 23:30:00,Office Supplies
EMP_018,99.71,2026-01-10 23:45:00,Hardware
EMP_001,48.61,2026-01-11 00:00:00,Office Supplies
EMP_015,340.26,2026-01-11 00:15:00,Software
EMP_008,99.84,2026-01-11 00:30:00,Meals
EMP_011,331.15,2026-01-11 00:45:00,Hardware
EMP_012,26.76,2026-01-11 01:00:00,Meals
EMP_012,676.91,2026-01-11 01:15:00,Meals
EMP_004,97.85,2026-01-11 01:30:00,Meals
EMP_016,17.35,2026-01-11 01:45:00,Software
EMP_004,15.81,2026-01-11 02:00:00,Travel
EMP_005,215.69,2026-01-11 02:15:00,Hardware
EMP_005,171.4,2026-01-11 02:30:00,Travel
EMP_008,253.02,2026-01-11 02:45:00,Travel
EMP_010,26.7,2026-01-11 03:00:00,Travel
EMP_017,15.43,2026-01-11 03:15:00,Meals
EMP_009,116.57,2026-01-11 03:30:00,Office Supplies
EMP_019,83.55,2026-01-11 03:45:00,Meals
EMP_014,102.97,2026-01-11 04:00:00,Meals
EMP_008,726.72,2026-01-11 04:15:00,Travel
EMP_009,539.78,2026-01-11 04:30:00,Meals
EMP_011,437.91,2026-01-11 04:45:00,Travel
EMP_001,239.76,2026-01-11 05:00:00,Office Supplies
EMP_014,75.74,2026-01-11 05:15:00,Hardware
EMP_005,89.69,2026-01-11 05:30:00,Travel
EMP_014,129.65,2026-01-11 05:45:00,Office Supplies
EMP_004,276.27,2026-01-11 06:00:00,Hardware
EMP_001,20.68,2026-01-11 06:15:00,Software
EMP_019,92.82,2026-01-11 06:30:00,Travel
EMP_008,22.93,2026-01-11 06:45:00,Travel
EMP_015,118.44,2026-01-11 07:00:00,Software
EMP_015,353.75,2026-01-11 07:15:00,Software
EMP_009,238.82,2026-01-11 07:30:00,Travel
EMP_009,48.78,2026-01-11 07:45:00,Software
EMP_010,569.4,2026-01-11 08:00:00,Meals
EMP_020,175.1,2026-01-11 08:15:00,Hardware
EMP_009,11.57,2026-01-11 08:30:00,Hardware
EMP_003,54.24,2026-01-11 08:45:00,Hardware
EMP_020,55.31,2026-01-11 09:00:00,Meals
EMP_011,20.77,2026-01-11 09:15:00,Software
EMP_006,492.18,2026-01-11 09:30:00,Office Supplies
EMP_002,107.59,2026-01-11 09:45:00,Software
